CVE,InitialVersion,FinalVersion,"['reportedDate', 'fixDate', 'component', 'versions']"
CVE-2007-3511,1.5.0.12,2.0.0.7,[]
CVE-2007-3285,0.8,2.0.0.4,"[[datetime.datetime(2007, 6, 6, 10, 54), datetime.datetime(2007, 7, 12, 12, 17), u'Security', []]]"
CVE-2007-3089,0.8,2.0.0.4,"[[datetime.datetime(2007, 5, 19, 19, 17), datetime.datetime(2007, 7, 11, 14, 13), u'DOM', []], [datetime.datetime(2007, 5, 31, 14, 44), datetime.datetime(2007, 8, 6, 12, 24), u'DOM', []]]"
CVE-2007-3074,2.0,2.0.0.4,"[[datetime.datetime(2007, 1, 18, 15, 44), datetime.datetime(2007, 2, 26, 9, 12), u'Networking', []]]"
CVE-2007-3073,2.0.0.4,2.0.0.4,"[[datetime.datetime(2007, 1, 18, 15, 44), datetime.datetime(2007, 2, 26, 9, 12), u'Networking', []], [datetime.datetime(2007, 5, 17, 0, 49), datetime.datetime(2008, 8, 31, 7, 7), u'Networking', []]]"
CVE-2007-3072,2.0,2.0.0.3,"[[datetime.datetime(2007, 1, 18, 15, 44), datetime.datetime(2007, 2, 26, 9, 12), u'Networking', []]]"
CVE-2007-2871,1.5,2.0.0.3,[]
CVE-2007-2870,1.5,2.0.0.3,[]
CVE-2007-2869,1.5,2.0.0.3,[]
CVE-2007-2868,1.5,2.0.0.3,[]
CVE-2007-2867,1.5,2.0.0.3,[]
CVE-2007-2671,2.0.0.3,2.0.0.3,[]
CVE-2007-2292,2.0.0.8,2.0.0.8,"[[datetime.datetime(2007, 4, 25, 14, 14), datetime.datetime(2007, 10, 2, 20, 21), u'Networking: HTTP', []]]"
CVE-2007-2176,,,[]
CVE-2007-2162,2.0.0.3,2.0.0.3,[]
CVE-2007-1970,,,[]
CVE-2007-1762,2.0.0.1,2.0.0.3,[]
CVE-2007-1736,2.0.0.3,2.0.0.3,[]
CVE-2007-1562,1.5.0.10,2.0.0.2,"[[datetime.datetime(2007, 2, 15, 16, 3), datetime.datetime(2007, 3, 5, 3, 4), u'Networking: FTP', []]]"
CVE-2007-1377,2.0.0.3,2.0.0.3,[]
CVE-2007-1362,1.5.0.1,2.0.0.3,[]
CVE-2007-1256,2.0,2.0.0.2,[]
CVE-2007-1116,1.8,1.8,"[[datetime.datetime(2007, 2, 23, 6, 59), datetime.datetime(2007, 2, 23, 11, 30), u'Security', []]]"
CVE-2007-1095,0.1,2.0.0.7,"[[datetime.datetime(2007, 2, 23, 4, 43), datetime.datetime(2007, 9, 13, 11, 29), u'Security', []]]"
CVE-2007-1092,1.5.0.9,2.0.0.1,"[[datetime.datetime(2007, 2, 22, 17, 35), datetime.datetime(2007, 2, 23, 18, 16), u'Security', []]]"
CVE-2007-1084,0.8,2.0.0.1,"[[datetime.datetime(2007, 2, 21, 15, 45), datetime.datetime(2007, 2, 27, 4, 42), u'Security', []]]"
CVE-2007-1004,2.0,2.0,[]
CVE-2007-0996,1.5,2.0.0.1,[]
CVE-2007-0995,1.5.0.10,2.0.0.1,[]
CVE-2007-0994,1.5.0.10,2.0.0.2,[]
CVE-2007-0981,0.8,Preview Release,"[[datetime.datetime(2007, 2, 14, 15, 23), datetime.datetime(2007, 2, 15, 14, 0), u'Networking', []]]"
CVE-2007-0896,,,[]
CVE-2007-0802,2.0.0.1,2.0.0.1,"[[datetime.datetime(2007, 1, 19, 14, 14), datetime.datetime(2007, 3, 23, 16, 50), u'Safe Browsing', []]]"
CVE-2007-0801,1.5.0.9,1.5.0.9,[]
CVE-2007-0800,1.5.0.9,1.5.0.9,[]
CVE-2007-0780,1.5.0.9,2.0.0.1,"[[datetime.datetime(2006, 9, 30, 12, 48), datetime.datetime(2007, 1, 25, 17, 11), u'Security', []]]"
CVE-2007-0779,0.8,2.0.0.1,"[[datetime.datetime(2006, 11, 20, 10, 42), datetime.datetime(2007, 1, 15, 13, 11), u'Layout', []]]"
CVE-2007-0778,1.5.0.9,2.0.0.1,"[[datetime.datetime(2006, 8, 8, 3, 30), datetime.datetime(2006, 12, 18, 20, 31), u'Networking', []]]"
CVE-2007-0777,1.5.0.9,2.0.0.1,[]
CVE-2007-0776,2.0.0.1,2.0.0.1,"[[datetime.datetime(2006, 11, 14, 0, 22), datetime.datetime(2007, 1, 16, 12, 46), u'SVG', []]]"
CVE-2007-0775,1.0,2.0.0.1,[]
CVE-2007-0009,1.5.0.9,2.0.0.1,"[[datetime.datetime(2006, 12, 19, 0, 40), datetime.datetime(2006, 12, 19, 14, 17), u'Libraries', []]]"
CVE-2007-0008,0.1,2.0.0.1,"[[datetime.datetime(2006, 12, 18, 23, 56), datetime.datetime(2006, 12, 19, 14, 41), u'Libraries', []]]"
CVE-2006-6971,2.0.0.1,2.0.0.1,"[[datetime.datetime(2006, 10, 11, 16, 59), datetime.datetime(2006, 12, 5, 15, 33), u'Safe Browsing', []]]"
