CVE,InitialVersion,FinalVersion,"['reportedDate', 'fixDate', 'component', 'versions']"
CVE-2013-5592,19.0,24.0,"[[datetime.datetime(2013, 9, 4, 8, 28), datetime.datetime(2013, 9, 11, 4, 11), u'JavaScript Engine', [u'(firefox25 fixed', u' firefox26 fixed', u' firefox27 fixed']], [datetime.datetime(2013, 6, 23, 3, 19), datetime.datetime(2013, 7, 3, 6, 6), u'JavaScript Engine', [u'(firefox24 unaffected', u' firefox25 fixed']], [datetime.datetime(2013, 6, 27, 11, 27), datetime.datetime(2013, 6, 27, 18, 37), u'JavaScript Engine', [u'(firefox24 disabled', u' firefox25 fixed']], [datetime.datetime(2013, 6, 6, 18, 13), datetime.datetime(2013, 7, 10, 1, 18), u'SVG', [u'(firefox24 wontfix', u' firefox25 verified']]]"
CVE-2013-5591,19.0,24.0,"[[datetime.datetime(2013, 4, 9, 10, 16), datetime.datetime(2013, 10, 17, 2, 50), u'JavaScript Engine', [u'(firefox24 wontfix', u' firefox25+ verified', u' firefox26+ verified', u' firefox27+ verified']]]"
CVE-2013-5590,19.0,24.0,"[[datetime.datetime(2013, 7, 14, 11, 32), datetime.datetime(2013, 12, 17, 13, 55), u'Canvas: 2D', [u'(firefox23 wontfix', u' firefox24+ wontfix', u' firefox25+ verified', u' firefox26+ verified', u' firefox27 verified', u' firefox28 fixed', u' firefox29 fixed']], [datetime.datetime(2013, 4, 9, 18, 0), datetime.datetime(2013, 9, 3, 8, 40), u'Editor', [u'(firefox22 wontfix', u' firefox23+ wontfix', u' firefox24+ wontfix', u' firefox25+ verified', u' firefox26 verified']]]"
CVE-2013-2566,,,[]
CVE-2013-1738,19.0,23.0.1,"[[datetime.datetime(2013, 6, 13, 13, 44), datetime.datetime(2013, 6, 13, 13, 44), u'DOM', [u'(firefox24 unaffected', u' firefox25 verified', u' firefox26 fixed']], [datetime.datetime(2013, 6, 26, 10, 0), datetime.datetime(2013, 7, 16, 15, 57), u'JavaScript Engine', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed']]]"
CVE-2013-1737,19.0,23.0.1,"[[datetime.datetime(2013, 8, 21, 6, 56), datetime.datetime(2013, 8, 21, 8, 40), u'DOM', [u'(firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']]]"
CVE-2013-1736,19.0,23.0.1,"[[datetime.datetime(2013, 8, 17, 3, 22), datetime.datetime(2013, 8, 20, 3, 51), u'DOM', [u'(firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']]]"
CVE-2013-1735,19.0,23.0.1,"[[datetime.datetime(2013, 7, 28, 8, 33), datetime.datetime(2013, 8, 2, 16, 58), u'Layout: Images', [u'(firefox23 wontfix', u' firefox24 verified', u' firefox25 verified', u' firefox26+ verified']]]"
CVE-2013-1732,19.0,23.0.1,"[[datetime.datetime(2013, 6, 15, 3, 4), datetime.datetime(2013, 7, 23, 14, 0), u'Layout: Floats', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']]]"
CVE-2013-1731,19.0,23.0.1,"[[datetime.datetime(2013, 7, 30, 11, 51), datetime.datetime(2013, 8, 1, 9, 24), u'Graphics', [u'(firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed', u' firefox26+ fixed']]]"
CVE-2013-1730,19.0,23.0.1,"[[datetime.datetime(2013, 3, 14, 16, 39), datetime.datetime(2013, 8, 30, 19, 19), u'XBL', [u'(firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified', u' firefox27 fixed']]]"
CVE-2013-1729,19.0,23.0.1,"[[datetime.datetime(2013, 6, 4, 23, 9), datetime.datetime(2013, 7, 29, 18, 4), u'Canvas: WebGL', [u'(firefox22 wontfix', u' firefox23+ wontfix', u' firefox24+ fixed', u' firefox25+ verified']]]"
CVE-2013-1728,19.0,23.0.1,"[[datetime.datetime(2013, 6, 16, 16, 32), datetime.datetime(2013, 6, 19, 14, 24), u'JavaScript Engine', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed']]]"
CVE-2013-1727,19.0,23.0.1,"[[datetime.datetime(2012, 8, 14, 2, 53), datetime.datetime(2013, 2, 1, 11, 49), u'General', [u'(firefox19-', u' firefox20 wontfix', u' firefox21 wontfix', u' firefox22- affected', u' firefox23- affected', u' firefox24 fixed']]]"
CVE-2013-1726,19.0,23.0.1,"[[datetime.datetime(2013, 7, 8, 3, 12), datetime.datetime(2013, 7, 8, 5, 14), u'Application Update', [u'(firefox22 wontfix', u' firefox23+ wontfix', u' firefox24+ fixed', u' firefox25+ verified']]]"
CVE-2013-1725,19.0,23.0.1,"[[datetime.datetime(2013, 5, 28, 10, 9), datetime.datetime(2013, 8, 26, 10, 49), u'XPConnect', [u'(firefox21 wontfix', u' firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed']]]"
CVE-2013-1724,19.0,23.0.1,"[[datetime.datetime(2013, 7, 15, 17, 25), datetime.datetime(2013, 8, 7, 0, 53), u'DOM: Core & HTML', [u'(firefox22 wontfix', u' firefox23+ wontfix', u' firefox24+ fixed', u' firefox25+ fixed', u' firefox26+ verified']]]"
CVE-2013-1723,19.0,23.0.1,"[[datetime.datetime(2013, 7, 9, 3, 2), datetime.datetime(2013, 7, 9, 4, 8), u'Widget: Win32', [u'(firefox22 wontfix', u' firefox23- wontfix', u' firefox24+ fixed', u' firefox25+ fixed']]]"
CVE-2013-1722,19.0,23.0.1,"[[datetime.datetime(2013, 7, 12, 19, 19), datetime.datetime(2013, 8, 13, 14, 39), u'Layout', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']]]"
CVE-2013-1721,19.0,23.0.1,"[[datetime.datetime(2013, 7, 4, 7, 0), datetime.datetime(2013, 7, 23, 14, 3), u'Canvas: WebGL', [u'(firefox22 wontfix', u' firefox23 affected', u' firefox24+ fixed', u' firefox25+ fixed']]]"
CVE-2013-1720,19.0,23.0.1,"[[datetime.datetime(2013, 6, 30, 22, 37), datetime.datetime(2013, 8, 12, 12, 53), u'HTML: Parser', [u'(firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']]]"
CVE-2013-1719,19.0,23.0.1,"[[datetime.datetime(2013, 8, 26, 13, 20), datetime.datetime(2013, 8, 29, 17, 13), u'JavaScript Engine', [u'(firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed', u' firefox26+ fixed']], [datetime.datetime(2013, 7, 19, 17, 27), datetime.datetime(2013, 7, 22, 13, 25), u'JavaScript Engine', [u'(firefox23 affected', u' firefox24 fixed', u' firefox25 fixed']], [datetime.datetime(2013, 7, 26, 4, 24), datetime.datetime(2013, 7, 26, 4, 24), u'JavaScript Engine', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed']], [datetime.datetime(2013, 7, 28, 1, 48), datetime.datetime(2013, 8, 23, 1, 18), u'DOM', [u'(firefox22 unaffected', u' firefox23+ wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26 verified']], [datetime.datetime(2013, 6, 14, 16, 47), datetime.datetime(2013, 6, 19, 17, 37), u'JavaScript Engine', [u'(firefox24+ fixed']], [datetime.datetime(2013, 7, 13, 23, 18), datetime.datetime(2013, 8, 13, 7, 32), u'DOM: Events', [u'(firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed', u' firefox26+ verified']], [datetime.datetime(2013, 7, 18, 0, 33), datetime.datetime(2013, 8, 15, 10, 26), u'DOM', [u'(firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']], [datetime.datetime(2013, 5, 28, 14, 12), datetime.datetime(2013, 7, 24, 12, 3), u'WebRTC', [u'(firefox21 wontfix', u' firefox22 wontfix', u' firefox23 wontfix', u' firefox24 fixed', u' firefox25 fixed']], [datetime.datetime(2013, 5, 16, 8, 7), datetime.datetime(2013, 6, 28, 5, 23), u'Widget: Win32', [u'(firefox21 wontfix', u' firefox22 wontfix', u' firefox23- wontfix', u' firefox24+ verified', u' firefox25+ verified']], [datetime.datetime(2013, 4, 19, 17, 27), datetime.datetime(2013, 4, 21, 8, 5), u'Layout: Block and Inline', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24 fixed']], [datetime.datetime(2013, 5, 13, 2, 36), datetime.datetime(2013, 6, 3, 19, 9), u'DOM: Device Interfaces', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed']], [datetime.datetime(2013, 3, 17, 17, 48), datetime.datetime(2013, 6, 19, 15, 48), u'Networking', [u'(firefox23 wontfix', u' firefox24 fixed']], [datetime.datetime(2013, 3, 26, 8, 2), datetime.datetime(2013, 6, 23, 12, 27), u'Graphics', [u'(firefox21- wontfix', u' firefox22- wontfix', u' firefox23- wontfix', u' firefox24+ fixed', u' firefox25+ fixed', u' firefox26 fixed']], [datetime.datetime(2013, 3, 4, 13, 49), datetime.datetime(2013, 3, 4, 13, 51), u'JavaScript Engine', [u'(firefox21 wontfix', u' firefox22+ wontfix', u' firefox23+ wontfix', u' firefox24+ fixed']], [datetime.datetime(2012, 5, 1, 15, 36), datetime.datetime(2013, 8, 21, 5, 45), u'Networking', [u'(firefox23 affected', u' firefox24 fixed', u' firefox25 fixed', u' firefox26 fixed']]]"
CVE-2013-1718,19.0,23.0.1,"[[datetime.datetime(2013, 8, 4, 10, 13), datetime.datetime(2013, 8, 13, 17, 42), u'JavaScript Engine', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']], [datetime.datetime(2013, 7, 29, 2, 58), datetime.datetime(2013, 8, 5, 17, 12), u'DOM: Events', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed', u' firefox26+ fixed']], [datetime.datetime(2013, 7, 24, 14, 7), datetime.datetime(2013, 7, 24, 14, 11), u'XPConnect', [u'(firefox22 wontfix', u' firefox23 wontfix', u' firefox24+ fixed', u' firefox25+ fixed']], [datetime.datetime(2013, 7, 1, 20, 17), datetime.datetime(2013, 8, 14, 11, 40), u'DOM', [u'(firefox23 wontfix', u' firefox24+ verified', u' firefox25+ verified', u' firefox26+ verified']]]"
CVE-2013-1717,19.0,22.0,"[[datetime.datetime(2007, 12, 3, 1, 43), datetime.datetime(2014, 2, 20, 14, 32), u'Plug-ins', [u'(firefox20 wontfix', u' firefox21 wontfix', u' firefox22+ wontfix', u' firefox23+ fixed', u' firefox24+ fixed', u' firefox25 fixed']]]"
CVE-2013-1715,19.0,22.0,"[[datetime.datetime(2013, 6, 14, 8, 4), datetime.datetime(2013, 6, 14, 9, 59), u'NSIS Installer', [u'(firefox21 wontfix', u' firefox22+ wontfix', u' firefox23+ verified', u' firefox24+ verified']]]"
CVE-2013-1714,19.0,22.0,"[[datetime.datetime(2013, 6, 5, 7, 56), datetime.datetime(2013, 8, 3, 22, 29), u'DOM: Workers', [u'(firefox21 wontfix', u' firefox22 wontfix', u' firefox23+ verified', u' firefox24+ verified', u' firefox25 verified']]]"
CVE-2013-1713,19.0,22.0,"[[datetime.datetime(2013, 6, 25, 19, 26), datetime.datetime(2013, 6, 26, 18, 19), u'Installer: XPInstall Engine', [u'(firefox22 wontfix', u' firefox23+ verified', u' firefox24+ verified', u' firefox25+ verified']]]"
CVE-2013-1712,19.0,22.0,"[[datetime.datetime(2013, 4, 7, 3, 58), datetime.datetime(2013, 6, 19, 6, 43), u'Application Update', [u'(firefox22 wontfix', u' firefox23+ verified', u' firefox24+ verified', u' firefox25+ verified']]]"
CVE-2013-1711,19.0,22.0,"[[datetime.datetime(2013, 2, 21, 14, 31), datetime.datetime(2013, 3, 28, 15, 43), u'XBL', [u'(firefox22 wontfix', u' firefox23 fixed', u' firefox24 fixed']]]"
CVE-2013-1710,19.0,22.0,"[[datetime.datetime(2013, 5, 12, 19, 52), datetime.datetime(2013, 6, 11, 11, 24), u'Security', [u'(firefox21 wontfix', u' firefox22+ wontfix', u' firefox23+ verified', u' firefox24+ verified']]]"
CVE-2013-1709,19.0,22.0,"[[datetime.datetime(2013, 3, 6, 0, 16), datetime.datetime(2013, 5, 10, 1, 23), u'Document Navigation', [u'(firefox20 wontfix', u' firefox21 wontfix', u' firefox22- wontfix', u' firefox23+ verified', u' firefox24 verified']]]"
CVE-2013-1708,19.0,22.0,"[[datetime.datetime(2013, 6, 5, 12, 9), datetime.datetime(2013, 6, 10, 17, 15), u'Audio/Video', [u'(firefox21- wontfix', u' firefox22- wontfix', u' firefox23- fixed', u' firefox24- fixed']]]"
CVE-2013-1707,19.0,22.0,"[[datetime.datetime(2013, 6, 28, 8, 41), datetime.datetime(2013, 6, 28, 15, 32), u'Application Update', [u'(firefox22 wontfix', u' firefox23+ verified', u' firefox24+ fixed', u' firefox25+ verified']]]"
CVE-2013-1706,19.0,22.0,"[[datetime.datetime(2013, 6, 28, 10, 22), datetime.datetime(2013, 6, 28, 14, 22), u'Application Update', [u'(firefox22 wontfix', u' firefox23+ verified', u' firefox24+ fixed', u' firefox25+ verified']]]"
CVE-2013-1705,19.0,22.0,"[[datetime.datetime(2013, 6, 13, 12, 39), datetime.datetime(2013, 10, 15, 15, 47), u'Security: PSM', [u'(firefox23 verified', u' firefox24 verified', u' firefox25 verified']]]"
CVE-2013-1704,19.0,22.0,"[[datetime.datetime(2013, 6, 14, 12, 13), datetime.datetime(2013, 6, 18, 6, 36), u'DOM: Core & HTML', [u'(firefox22 wontfix', u' firefox23+ fixed', u' firefox24+ fixed', u' firefox25+ fixed']]]"
CVE-2013-1702,19.0,22.0,"[[datetime.datetime(2013, 7, 15, 1, 50), datetime.datetime(2013, 7, 15, 19, 15), u'JavaScript Engine', [u'(firefox22 wontfix', u' firefox23+ fixed', u' firefox24+ fixed', u' firefox25+ fixed']], [datetime.datetime(2013, 6, 3, 22, 29), datetime.datetime(2013, 6, 12, 16, 28), u'SVG', [u'(firefox21 unaffected', u' firefox22+ wontfix', u' firefox23+ fixed', u' firefox24+ fixed', u' firefox25 fixed']], [datetime.datetime(2013, 6, 2, 23, 53), datetime.datetime(2013, 6, 5, 3, 58), u'DOM: IndexedDB', [u'(firefox22+ wontfix', u' firefox23+ fixed', u' firefox24+ fixed']], [datetime.datetime(2013, 5, 22, 10, 44), datetime.datetime(2013, 6, 18, 5, 9), u'JavaScript Engine', [u'(firefox21 wontfix', u' firefox22 wontfix', u' firefox23+ fixed', u' firefox24+ verified']], [datetime.datetime(2013, 5, 8, 19, 47), datetime.datetime(2013, 5, 23, 9, 11), u'JavaScript Engine', [u'(firefox21 wontfix', u' firefox22- wontfix', u' firefox23+ fixed', u' firefox24 fixed']], [datetime.datetime(2013, 4, 15, 19, 16), datetime.datetime(2013, 4, 16, 15, 32), u'Layout', [u'(firefox21 wontfix', u' firefox22 affected', u' firefox23 fixed']], [datetime.datetime(2013, 2, 22, 5, 59), datetime.datetime(2013, 2, 22, 5, 59), u'Identity', [u'(firefox21 unaffected', u' firefox22 ?', u' firefox23+ fixed']], [datetime.datetime(2013, 3, 23, 19, 32), datetime.datetime(2013, 3, 23, 19, 37), u'JavaScript Engine', [u'(firefox20 unaffected', u' firefox21 affected', u' firefox22 affected', u' firefox23 verified']], [datetime.datetime(2013, 3, 27, 9, 37), datetime.datetime(2013, 4, 23, 20, 52), u'DOM: IndexedDB', [u'(firefox20 unaffected', u' firefox21 unaffected', u' firefox22+ wontfix', u' firefox23+ fixed']], [datetime.datetime(2013, 4, 4, 7, 27), datetime.datetime(2013, 6, 1, 16, 47), u'JavaScript Engine', [u'(firefox21 unaffected', u' firefox22+ wontfix', u' firefox23+ fixed', u' firefox24+ fixed']], [datetime.datetime(2013, 4, 13, 10, 37), datetime.datetime(2013, 4, 18, 11, 44), u'XPConnect', [u'(firefox23 fixed']]]"
CVE-2013-1701,19.0,22.0,"[[datetime.datetime(2013, 6, 7, 10, 1), datetime.datetime(2013, 7, 26, 19, 15), u'Canvas: WebGL', [u'(firefox21 wontfix', u' firefox22+ wontfix', u' firefox23+ verified', u' firefox24+ verified']], [datetime.datetime(2013, 6, 27, 17, 43), datetime.datetime(2013, 6, 28, 15, 49), u'Canvas: WebGL', [u'(firefox22- wontfix', u' firefox23+ fixed', u' firefox24+ fixed', u' firefox25+ fixed']]]"
CVE-2013-1700,19.0,21.0,"[[datetime.datetime(2013, 4, 30, 0, 56), datetime.datetime(2013, 5, 22, 8, 24), u'Application Update', [u'(firefox20 unaffected', u' firefox21 affected', u' firefox22+ fixed', u' firefox23+ fixed', u' firefox24+ fixed']]]"
CVE-2013-1699,19.0,21.0,"[[datetime.datetime(2013, 2, 12, 22, 56), datetime.datetime(2014, 11, 19, 19, 48), u'Networking: Domain Lists', [u'(firefox20+ wontfix', u' firefox21+ wontfix', u' firefox22 fixed']]]"
CVE-2013-1698,19.0,21.0,"[[datetime.datetime(2013, 5, 24, 17, 8), datetime.datetime(2013, 6, 3, 0, 41), u'Device Permissions', [u'(firefox21 wontfix', u' firefox22+ verified', u' firefox23+ verified', u' firefox24+ verified']]]"
CVE-2013-1697,19.0,21.0,"[[datetime.datetime(2013, 4, 4, 8, 50), datetime.datetime(2013, 6, 5, 10, 45), u'Security', [u'(firefox21 wontfix', u' firefox22 verified', u' firefox23 verified', u' firefox24 verified']]]"
CVE-2013-1696,19.0,21.0,"[[datetime.datetime(2012, 6, 5, 9, 34), datetime.datetime(2013, 4, 22, 16, 3), u'DOM', [u'(firefox21 wontfix', u' firefox22+ fixed', u' firefox23+ fixed']]]"
CVE-2013-1695,19.0,21.0,"[[datetime.datetime(2013, 3, 11, 6, 7), datetime.datetime(2013, 3, 14, 14, 20), u'Document Navigation', [u'(firefox21 wontfix', u' firefox22 fixed', u' firefox23 fixed']]]"
CVE-2013-1694,19.0,21.0,"[[datetime.datetime(2013, 3, 6, 13, 30), datetime.datetime(2013, 5, 21, 11, 52), u'DOM', [u'(firefox20 wontfix', u' firefox21 wontfix', u' firefox22+ fixed', u' firefox23+ fixed', u' firefox24 fixed']]]"
CVE-2013-1693,19.0,21.0,"[[datetime.datetime(2011, 12, 15, 6, 35), datetime.datetime(2013, 6, 19, 7, 59), u'SVG', [u'(firefox9- wontfix', u' firefox10- wontfix', u' firefox11 wontfix', u' firefox12+ wontfix', u' firefox13+ wontfix', u' firefox21 wontfix', u' firefox22+ verified', u' firefox23+ fixed', u' firefox24+ fixed']]]"
CVE-2013-1692,19.0,21.0,"[[datetime.datetime(2013, 4, 29, 13, 59), datetime.datetime(2013, 5, 23, 8, 51), u'DOM: Core & HTML', [u'(firefox20 wontfix', u' firefox21 wontfix', u' firefox22+ verified', u' firefox23+ verified', u' firefox24 verified']]]"
CVE-2013-1690,19.0,21.0,"[[datetime.datetime(2013, 8, 4, 11, 57), datetime.datetime(2013, 8, 4, 16, 6), u'Security', []], [datetime.datetime(2013, 4, 3, 18, 53), datetime.datetime(2013, 5, 7, 10, 44), u'Document Navigation', [u'(firefox20 wontfix', u' firefox21+ wontfix', u' firefox22+ verified', u' firefox23+ verified', u' firefox24 verified']]]"
CVE-2013-1688,19.0,21.0,"[[datetime.datetime(2013, 5, 20, 0, 53), datetime.datetime(2013, 5, 21, 13, 44), u'Developer Tools: Performance Tools (Profiler/Timeline)', [u'(firefox21 wontfix', u' firefox22+ fixed', u' firefox23+ verified', u' firefox24+ verified']]]"
CVE-2013-1687,19.0,21.0,"[[datetime.datetime(2013, 4, 19, 17, 10), datetime.datetime(2013, 4, 19, 17, 11), u'XPConnect', [u'(firefox20 unaffected', u' firefox21 unaffected', u' firefox22- verified', u' firefox23- verified']], [datetime.datetime(2013, 4, 29, 11, 12), datetime.datetime(2013, 5, 18, 20, 34), u'XPConnect', [u'(firefox20 wontfix', u' firefox21 wontfix', u' firefox22+ fixed', u' firefox23+ fixed', u' firefox24 fixed']]]"
CVE-2013-1686,19.0,21.0,"[[datetime.datetime(2013, 5, 25, 9, 58), datetime.datetime(2013, 5, 30, 11, 56), u'Layout: Text', [u'(firefox21 wontfix', u' firefox22 fixed', u' firefox23+ fixed', u' firefox24+ fixed', u' firefox25 unaffected']]]"
