CVE,InitialVersion,FinalVersion,"['reportedDate', 'fixDate', 'component', 'versions']"
CVE-2016-5254,47.0.1,47.0.1,"[[datetime.datetime(2016, 4, 23, 7, 14), datetime.datetime(2016, 5, 2, 7, 47), u'XUL', [u'(firefox48 fixed', u' firefox49 fixed)']]]"
CVE-2016-5253,47.0.1,47.0.1,"[[datetime.datetime(2016, 2, 9, 6, 55), datetime.datetime(2016, 3, 23, 11, 3), u'Application Update', [u'(firefox48 verified)']]]"
CVE-2016-5252,47.0.1,47.0.1,"[[datetime.datetime(2016, 4, 29, 4, 9), datetime.datetime(2016, 6, 22, 8, 26), u'Graphics', [u'(firefox46 wontfix', u' firefox47 wontfix', u' firefox48 fixed', u' firefox49+ fixed', u' firefox50+ fixed)']]]"
CVE-2016-5251,47.0.1,47.0.1,"[[datetime.datetime(2016, 3, 10, 12, 45), datetime.datetime(2016, 3, 23, 3, 2), u'Address Bar', [u'(firefox48 verified)']]]"
CVE-2016-5250,47.0.1,47.0.1,"[[datetime.datetime(2016, 3, 8, 13, 17), datetime.datetime(2016, 7, 27, 18, 10), u'DOM', [u'(firefox46 wontfix', u' firefox47- wontfix', u' firefox48+ fixed', u' firefox49+ fixed']]]"
CVE-2016-2839,47.0.1,47.0.1,"[[datetime.datetime(2016, 5, 24, 17, 50), datetime.datetime(2016, 6, 7, 2, 14), u'Audio/Video: Playback', [u'(firefox47 affected', u' firefox48 fixed', u' firefox49 fixed', u' firefox50 fixed)']]]"
CVE-2016-2838,47.0.1,47.0.1,"[[datetime.datetime(2016, 6, 12, 12, 5), datetime.datetime(2016, 9, 22, 22, 33), u'Layout: Text', [u'(firefox47 wontfix', u' firefox48+ verified', u' firefox49+ verified', u' firefox50+ verified)']]]"
CVE-2016-2837,47.0.1,47.0.1,"[[datetime.datetime(2016, 5, 20, 10, 45), datetime.datetime(2016, 5, 26, 10, 54), u'Audio/Video: Playback', [u'(firefox46 wontfix', u' firefox47 wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']]]"
CVE-2016-2836,47.0.1,47.0.1,"[[datetime.datetime(2012, 12, 16, 0, 11), datetime.datetime(2016, 7, 5, 3, 14), u'JavaScript Engine', [u'(firefox47 wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']], [datetime.datetime(2016, 2, 19, 2, 23), datetime.datetime(2016, 6, 21, 19, 47), u'ImageLib', [u'(firefox46+ wontfix', u' firefox47+ wontfix', u' firefox48+ verified', u' firefox49+ verified', u' firefox50+ verified)']], [datetime.datetime(2015, 4, 15, 13, 59), datetime.datetime(2016, 5, 23, 18, 4), u'DOM', [u'(firefox47 wontfix', u' firefox48 fixed', u' firefox49 fixed', u' firefox50 fixed)']], [datetime.datetime(2016, 7, 1, 4, 9), datetime.datetime(2016, 7, 6, 5, 7), u'Networking', [u'(firefox47 wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']], [datetime.datetime(2016, 6, 27, 10, 1), datetime.datetime(2016, 7, 12, 10, 27), u'JavaScript Engine', [u'(firefox47 wontfix', u' firefox48+ verified', u' firefox49+ verified', u' firefox50+ verified)']], [datetime.datetime(2016, 4, 28, 12, 17), datetime.datetime(2016, 4, 29, 2, 9), u'JavaScript Engine', [u'(firefox47 wontfix', u' firefox48+ verified', u' firefox49+ verified', u' firefox50+ verified)']], [datetime.datetime(2016, 3, 18, 21, 42), datetime.datetime(2016, 6, 7, 13, 26), u'Audio/Video: MediaStreamGraph', [u'(firefox47+ wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']], [datetime.datetime(2016, 3, 17, 23, 25), datetime.datetime(2016, 5, 26, 21, 58), u'Widget: Cocoa', [u'(firefox47 wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']]]"
CVE-2016-2835,47.0.1,47.0.1,"[[datetime.datetime(2016, 6, 25, 11, 30), datetime.datetime(2016, 7, 6, 10, 15), u'Canvas: 2D', [u'(firefox47 wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']], [datetime.datetime(2016, 6, 15, 3, 31), datetime.datetime(2016, 6, 22, 9, 12), u'WebRTC: Networking', [u'(firefox47 wontfix', u' firefox48 fixed', u' firefox49 fixed', u' firefox50 fixed)']], [datetime.datetime(2016, 5, 25, 7, 39), datetime.datetime(2016, 5, 26, 4, 46), u'Security: PSM', [u'(firefox46 wontfix', u' firefox47 wontfix', u' firefox48 fixed', u' firefox49 fixed)']], [datetime.datetime(2016, 5, 5, 8, 59), datetime.datetime(2016, 5, 25, 10, 51), u'Graphics: Text', [u'(firefox46 wontfix', u' firefox47 wontfix', u' firefox48+ fixed', u' firefox49+ fixed', u' firefox50+ fixed)']], [datetime.datetime(2016, 4, 15, 9, 7), datetime.datetime(2016, 4, 19, 9, 43), u'JavaScript Engine', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47 wontfix', u' firefox48 verified']], [datetime.datetime(2016, 3, 7, 5, 15), datetime.datetime(2016, 4, 7, 1, 44), u'JavaScript Engine', [u'(firefox47 wontfix', u' firefox48 fixed)']], [datetime.datetime(2015, 11, 5, 10, 19), datetime.datetime(2016, 3, 30, 18, 59), u'IPC', [u'(firefox45 affected', u' firefox48 fixed']], [datetime.datetime(2016, 2, 25, 9, 54), datetime.datetime(2016, 3, 14, 6, 52), u'JavaScript Engine', [u'(firefox45 unaffected', u' firefox46+ wontfix', u' firefox47+ wontfix', u' firefox48 fixed)']], [datetime.datetime(2016, 6, 16, 6, 26), datetime.datetime(2016, 8, 10, 12, 28), u'WebRTC: Networking', [u'(firefox48 fixed', u' firefox49 fixed', u' relnote-firefox 48+', u' firefox50 fixed', u' firefox51 fixed)']]]"
CVE-2016-2834,46.0.1,46.0.1,"[[datetime.datetime(2016, 1, 20, 0, 3), datetime.datetime(2016, 2, 10, 9, 27), u'Libraries', [u'(firefox46 wontfix', u' firefox47 fixed']], [datetime.datetime(2015, 9, 18, 15, 28), datetime.datetime(2016, 2, 4, 18, 8), u'Libraries', [u'(firefox41 wontfix', u' firefox42+ wontfix', u' firefox43+ wontfix', u' firefox44+ wontfix', u' firefox45 wontfix', u' firefox46 wontfix', u' firefox47 fixed']], [datetime.datetime(2015, 11, 4, 9, 3), datetime.datetime(2016, 2, 5, 2, 40), u'Libraries', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47 fixed']], [datetime.datetime(2016, 1, 19, 23, 18), datetime.datetime(2016, 1, 29, 18, 20), u'Libraries', [u'(firefox46 wontfix', u' firefox47 fixed']]]"
CVE-2016-2833,46.0.1,46.0.1,"[[datetime.datetime(2013, 8, 23, 17, 6), datetime.datetime(2016, 2, 24, 0, 44), u'DOM: Security', [u'(firefox22 wontfix', u' firefox23 affected', u' firefox24 affected', u' firefox25 affected', u' firefox26 affected', u' firefox47 fixed)']]]"
CVE-2016-2832,46.0.1,46.0.1,"[[datetime.datetime(2014, 6, 13, 14, 1), datetime.datetime(2016, 3, 30, 14, 11), u'CSS Parsing and Computation', [u'(firefox33 wontfix', u' firefox46 wontfix', u' firefox47 fixed', u' firefox48 fixed)']]]"
CVE-2016-2831,46.0.1,46.0.1,"[[datetime.datetime(2016, 4, 4, 13, 0), datetime.datetime(2016, 4, 6, 17, 4), u'DOM', [u'(firefox45 wontfix', u' firefox46+ wontfix', u' firefox47+ verified', u' firefox48+ verified']]]"
CVE-2016-2830,47.0.1,47.0.1,"[[datetime.datetime(2016, 3, 9, 20, 1), datetime.datetime(2016, 5, 25, 12, 28), u'Tabbed Browser', [u'(firefox46 wontfix', u' firefox47+ wontfix', u' firefox48+ verified', u' firefox49+ verified', u' firefox50 verified)']]]"
CVE-2016-2829,46.0.1,46.0.1,"[[datetime.datetime(2016, 2, 14, 21, 50), datetime.datetime(2016, 2, 17, 2, 46), u'Device Permissions', [u'(firefox47 verified', u' firefox48 fixed', u' firefox49 verified)']]]"
CVE-2016-2828,46.0.1,46.0.1,"[[datetime.datetime(2015, 11, 11, 7, 15), datetime.datetime(2015, 11, 11, 8, 19), u'Graphics', [u'(firefox42 wontfix', u' firefox43 wontfix', u' firefox44 wontfix', u' firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49 fix-optional', u' firefox50 wontfix)']]]"
CVE-2016-2827,48.0.2,48.0.2,"[[datetime.datetime(2016, 7, 25, 3, 41), datetime.datetime(2016, 8, 9, 5, 33), u'DOM: Security', [u'(firefox48 wontfix', u' firefox49+ verified', u' firefox50+ verified)']]]"
CVE-2016-2826,46.0.1,46.0.1,"[[datetime.datetime(2016, 1, 6, 2, 52), datetime.datetime(2016, 4, 14, 9, 55), u'Application Update', [u'(firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']]]"
CVE-2016-2825,46.0.1,46.0.1,"[[datetime.datetime(2015, 8, 10, 16, 43), datetime.datetime(2016, 2, 17, 12, 13), u'DOM', [u'(firefox47 fixed)']]]"
CVE-2016-2824,46.0.1,46.0.1,"[[datetime.datetime(2016, 2, 16, 5, 59), datetime.datetime(2016, 5, 25, 7, 16), u'Canvas: WebGL', [u'(firefox44 wontfix', u' firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ verified', u' firefox48+ verified', u' firefox49+ verified']]]"
CVE-2016-2822,46.0.1,46.0.1,"[[datetime.datetime(2016, 5, 16, 6, 23), datetime.datetime(2016, 5, 18, 8, 20), u'General', [u'(firefox47 verified', u' firefox48 verified', u' firefox49 verified']]]"
CVE-2016-2821,46.0.1,46.0.1,"[[datetime.datetime(2016, 5, 9, 15, 16), datetime.datetime(2016, 5, 10, 10, 44), u'DOM', [u'(firefox46 wontfix', u' firefox47+ verified', u' firefox48+ verified', u' firefox49+ verified']]]"
CVE-2016-2820,45.0.2,45.0.2,"[[datetime.datetime(2013, 5, 10, 10, 14), datetime.datetime(2016, 3, 3, 4, 2), u'Client: Desktop', [u'(firefox44 wontfix', u' firefox45 wontfix', u' firefox46 fixed', u' firefox47 fixed)']]]"
CVE-2016-2819,46.0.1,46.0.1,"[[datetime.datetime(2016, 5, 4, 22, 56), datetime.datetime(2016, 5, 15, 7, 31), u'HTML: Parser', [u'(firefox46 wontfix', u' firefox47+ verified', u' firefox48+ verified', u' firefox49+ verified']]]"
CVE-2016-2818,46.0.1,46.0.1,"[[datetime.datetime(2016, 5, 16, 10, 26), datetime.datetime(2016, 5, 16, 10, 49), u'DOM: Core & HTML', [u'(firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']], [datetime.datetime(2016, 5, 3, 5, 39), datetime.datetime(2016, 5, 3, 12, 48), u'JavaScript Engine', [u'(firefox46 wontfix', u' firefox47 verified', u' firefox48 verified', u' firefox49 verified']], [datetime.datetime(2016, 4, 3, 23, 54), datetime.datetime(2016, 5, 13, 13, 55), u'Layout: View Rendering', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49 fixed']], [datetime.datetime(2016, 4, 9, 7, 43), datetime.datetime(2016, 4, 15, 9, 30), u'WebRTC: Audio/Video', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed']], [datetime.datetime(2016, 4, 14, 2, 21), datetime.datetime(2016, 5, 16, 2, 57), u'JavaScript Engine', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ verified', u' firefox49 verified']], [datetime.datetime(2016, 4, 18, 16, 22), datetime.datetime(2016, 5, 10, 17, 31), u'Layout: View Rendering', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']], [datetime.datetime(2016, 4, 24, 23, 9), datetime.datetime(2016, 5, 10, 1, 54), u'Networking', [u'(firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']], [datetime.datetime(2016, 3, 15, 14, 0), datetime.datetime(2016, 3, 15, 14, 0), u'Spelling checker', [u'(firefox46 wontfix', u' firefox47 fixed', u' firefox48 fixed', u' firefox49 fixed']], [datetime.datetime(2016, 3, 31, 16, 17), datetime.datetime(2016, 5, 10, 17, 40), u'Layout', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48 fixed']], [datetime.datetime(2016, 3, 15, 10, 50), datetime.datetime(2016, 3, 15, 10, 50), u'Spelling checker', [u'(firefox47 fixed', u' firefox48 fixed', u' firefox49 fixed']], [datetime.datetime(2016, 3, 14, 17, 15), datetime.datetime(2016, 3, 14, 17, 15), u'Spelling checker', [u'(firefox46 wontfix', u' firefox47 fixed', u' firefox48 fixed', u' firefox49 fixed']], [datetime.datetime(2015, 12, 21, 1, 23), datetime.datetime(2016, 5, 1, 23, 15), u'JavaScript Engine: JIT', [u'(firefox45 wontfix', u' firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']], [datetime.datetime(2016, 5, 17, 17, 25), datetime.datetime(2016, 5, 17, 18, 55), u'Graphics: Layers', [u'(firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']]]"
CVE-2016-2817,45.0.2,45.0.2,"[[datetime.datetime(2015, 11, 24, 2, 44), datetime.datetime(2016, 2, 25, 9, 25), u'WebExtensions: Untriaged', [u'(firefox44 wontfix', u' firefox45+ wontfix', u' firefox46+ verified', u' firefox47+ verified', u' firefox48 verified']]]"
CVE-2016-2816,45.0.2,45.0.2,"[[datetime.datetime(2015, 11, 11, 2, 58), datetime.datetime(2015, 12, 3, 14, 37), u'DOM: Security', [u'(firefox45 wontfix', u' firefox46 verified']]]"
CVE-2016-2815,46.0.1,46.0.1,"[[datetime.datetime(2016, 2, 3, 19, 46), datetime.datetime(2016, 3, 9, 8, 53), u'Developer Tools: Performance Tools (Profiler/Timeline)', [u'(firefox45 wontfix', u' firefox46+ wontfix', u' firefox47+ fixed', u' firefox48 fixed)']], [datetime.datetime(2016, 4, 13, 7, 40), datetime.datetime(2016, 6, 2, 2, 35), u'JavaScript Engine', [u'(firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']], [datetime.datetime(2016, 1, 27, 10, 45), datetime.datetime(2016, 3, 31, 7, 31), u'Graphics: Layers', [u' firefox46- wontfix', u' firefox47+ fixed', u' firefox48+ fixed']], [datetime.datetime(2016, 1, 22, 6, 42), datetime.datetime(2016, 2, 1, 10, 5), u'Networking: DNS', [u'(firefox47 fixed)']], [datetime.datetime(2016, 1, 25, 16, 25), datetime.datetime(2016, 1, 27, 12, 16), u'JavaScript Engine', [u'(firefox46 wontfix', u' firefox47 verified']], [datetime.datetime(2016, 5, 7, 2, 6), datetime.datetime(2016, 5, 10, 10, 43), u'JavaScript Engine: JIT', [u'(firefox46 wontfix', u' firefox47+ fixed', u' firefox48+ fixed', u' firefox49+ fixed']]]"
CVE-2016-2814,45.0.1,45.0.2,"[[datetime.datetime(2016, 3, 8, 14, 51), datetime.datetime(2016, 3, 15, 22, 44), u'Audio/Video: Playback', [u'(firefox45 wontfix', u' firefox46+ verified', u' firefox47+ verified', u' firefox48+ verified']]]"
CVE-2016-2813,45.0.2,45.0.2,"[[datetime.datetime(2015, 8, 24, 10, 38), datetime.datetime(2016, 2, 17, 12, 20), u'DOM: Device Interfaces', [u'(firefox41 wontfix', u' firefox42+ wontfix', u' firefox43+ wontfix', u' firefox44- wontfix', u' firefox45- wontfix', u' firefox46- fixed', u' firefox47 fixed']]]"
CVE-2016-2812,45.0.2,45.0.2,"[[datetime.datetime(2016, 4, 4, 2, 27), datetime.datetime(2016, 4, 5, 11, 0), u'DOM: Service Workers', [u'(firefox45 wontfix', u' firefox46+ fixed', u' firefox47+ fixed', u' firefox48+ verified']]]"
CVE-2016-2811,45.0.2,45.0.2,"[[datetime.datetime(2016, 2, 29, 18, 0), datetime.datetime(2016, 3, 14, 12, 37), u'DOM: Service Workers', [u'(firefox45 wontfix', u' firefox46+ fixed', u' firefox47+ verified', u' firefox48+ fixed']]]"
CVE-2016-2810,45.0.2,45.0.2,"[[datetime.datetime(2015, 12, 2, 0, 17), datetime.datetime(2015, 12, 17, 15, 31), u'Data Providers', [u'(firefox46 fixed']]]"
CVE-2016-2809,45.0.2,45.0.2,"[[datetime.datetime(2015, 10, 8, 10, 4), datetime.datetime(2015, 12, 21, 13, 25), u'Application Update', [u'(firefox45 wontfix', u' firefox46 verified']]]"
CVE-2016-2808,45.0.1,45.0.2,"[[datetime.datetime(2016, 2, 4, 19, 28), datetime.datetime(2016, 3, 25, 15, 6), u'JavaScript Engine', [u'(firefox45 wontfix', u' firefox46+ fixed', u' firefox47+ fixed', u' firefox48+ fixed']]]"
