CVE,InitialVersion,FinalVersion,"['reportedDate', 'fixDate', 'component', 'versions']"
CVE-2009-3376,3.0,3.5.3,"[[datetime.datetime(2009, 8, 19, 14, 56), datetime.datetime(2009, 8, 30, 5, 13), u'File Handling', []]]"
CVE-2009-3375,3.0,3.5.3,"[[datetime.datetime(2009, 7, 8, 18, 40), datetime.datetime(2009, 8, 12, 12, 19), u'DOM: Core & HTML', []]]"
CVE-2009-3374,3.0,3.5.3,"[[datetime.datetime(2009, 7, 23, 6, 44), datetime.datetime(2009, 7, 24, 15, 20), u'XPConnect', []]]"
CVE-2009-3373,3.0,3.5.3,"[[datetime.datetime(2009, 8, 20, 10, 56), datetime.datetime(2009, 9, 21, 20, 34), u'Graphics', []]]"
CVE-2009-3372,3.0,3.5.3,"[[datetime.datetime(2009, 6, 26, 7, 22), datetime.datetime(2009, 9, 14, 17, 18), u'JavaScript Engine', []]]"
CVE-2009-3371,3.5.1,3.5.4,"[[datetime.datetime(2009, 9, 3, 15, 35), datetime.datetime(2009, 10, 16, 17, 49), u'XPConnect', []]]"
CVE-2009-3370,3.0,3.5.3,"[[datetime.datetime(2009, 8, 20, 2, 56), datetime.datetime(2009, 9, 3, 14, 29), u'Form Manager', []]]"
CVE-2009-3274,2.0,3.6,"[[datetime.datetime(2009, 9, 5, 0, 22), datetime.datetime(2009, 10, 12, 7, 9), u'Downloads API', []]]"
CVE-2009-3079,0.1,3.5.2,"[[datetime.datetime(2008, 9, 8, 23, 50), datetime.datetime(2009, 8, 11, 17, 15), u'RSS Discovery and Preview', []]]"
CVE-2009-3078,0.1,3.5.2,"[[datetime.datetime(2008, 9, 5, 8, 7), datetime.datetime(2009, 8, 19, 15, 14), u'Layout: Form Controls', []]]"
CVE-2009-3077,0.1,3.5.2,"[[datetime.datetime(2009, 7, 28, 1, 10), datetime.datetime(2009, 8, 6, 18, 11), u'XP Toolkit/Widgets: XUL', []]]"
CVE-2009-3076,0.1,3.0.13,"[[datetime.datetime(2006, 2, 9, 23, 49), datetime.datetime(2009, 8, 11, 9, 34), u'Security: PSM', []], [datetime.datetime(2009, 8, 10, 8, 33), datetime.datetime(2009, 9, 12, 14, 0), u'Security: PSM', []]]"
CVE-2009-3075,0.1,3.5.1,"[[datetime.datetime(2009, 7, 20, 12, 40), datetime.datetime(2009, 7, 28, 0, 20), u'JavaScript Engine', []], [datetime.datetime(2008, 6, 24, 19, 21), datetime.datetime(2009, 6, 4, 16, 35), u'DOM', []]]"
CVE-2009-3074,0.1,3.0.13,"[[datetime.datetime(2008, 12, 1, 21, 56), datetime.datetime(2009, 7, 2, 10, 41), u'Layout', []]]"
CVE-2009-3073,3.5,3.5.2,"[[datetime.datetime(2009, 7, 29, 17, 25), datetime.datetime(2009, 7, 30, 20, 32), u'JavaScript Engine', []]]"
CVE-2009-3072,0.1,3.5.2,"[[datetime.datetime(2009, 8, 3, 11, 42), datetime.datetime(2009, 8, 20, 1, 24), u'Networking', []], [datetime.datetime(2009, 7, 2, 1, 36), datetime.datetime(2009, 7, 2, 2, 43), u'XUL', []], [datetime.datetime(2009, 5, 21, 15, 28), datetime.datetime(2009, 7, 9, 13, 8), u'Layout', []]]"
CVE-2009-3071,0.1,3.5.1,"[[datetime.datetime(2009, 7, 2, 11, 6), datetime.datetime(2009, 7, 8, 15, 24), u'Layout', []], [datetime.datetime(2009, 5, 18, 16, 6), datetime.datetime(2009, 6, 5, 18, 46), u'Layout', []], [datetime.datetime(2009, 5, 29, 7, 25), datetime.datetime(2009, 8, 6, 2, 1), u'XUL', []], [datetime.datetime(2009, 4, 25, 23, 49), datetime.datetime(2009, 7, 2, 4, 16), u'XP Toolkit/Widgets: XUL', []]]"
CVE-2009-3070,0.1,3.0.13,"[[datetime.datetime(2008, 11, 18, 19, 13), datetime.datetime(2009, 6, 24, 17, 41), u'Layout', []], [datetime.datetime(2008, 6, 5, 22, 21), datetime.datetime(2009, 8, 10, 15, 52), u'Layout: Floats', []], [datetime.datetime(2008, 4, 23, 15, 57), datetime.datetime(2008, 10, 31, 10, 44), u'Layout', []]]"
CVE-2009-3069,3.5,3.5.2,"[[datetime.datetime(2009, 7, 27, 20, 9), datetime.datetime(2009, 8, 6, 16, 37), u'XPConnect', []]]"
CVE-2009-3014,3.0.1,3.7,[]
CVE-2009-3012,3.0,3.7,[]
CVE-2009-3010,,3.7,[]
CVE-2009-3007,3.5.1,3.5.1,[]
CVE-2009-2975,3.5.2,3.5.2,[]
CVE-2009-2953,3.0.6,3.5.4,[]
CVE-2009-2665,3.5,3.5.2,"[[datetime.datetime(2009, 6, 17, 7, 21), datetime.datetime(2009, 6, 18, 14, 35), u'XPConnect', []]]"
CVE-2009-2664,0.1,3.5.1,"[[datetime.datetime(2009, 6, 29, 18, 24), datetime.datetime(2009, 6, 30, 16, 58), u'JavaScript Engine', []]]"
CVE-2009-2663,0.1,3.5.1,"[[datetime.datetime(2009, 6, 24, 12, 3), datetime.datetime(2009, 7, 14, 16, 50), u'Audio/Video', []]]"
CVE-2009-2662,3.0.1,3.5.1,"[[datetime.datetime(2009, 7, 7, 8, 16), datetime.datetime(2009, 7, 23, 10, 21), u'JavaScript Engine', []], [datetime.datetime(2009, 7, 8, 12, 9), datetime.datetime(2009, 7, 17, 19, 46), u'JavaScript Engine', []]]"
CVE-2009-2654,0.1,3.5.1,"[[datetime.datetime(2008, 8, 23, 17, 24), datetime.datetime(2009, 10, 13, 7, 46), u'Document Navigation', []]]"
CVE-2009-2535,0.1,3.0.4,"[[datetime.datetime(2008, 10, 19, 20, 20), datetime.datetime(2008, 12, 8, 6, 41), u'General', []]]"
CVE-2009-2479,3.0.1,3.5.1,"[[datetime.datetime(2009, 7, 15, 9, 38), datetime.datetime(2009, 7, 17, 5, 35), u'General', []], [datetime.datetime(2009, 7, 15, 9, 37), datetime.datetime(2009, 7, 20, 17, 40), u'Layout: Text', []]]"
CVE-2009-2478,3.5,3.5,"[[datetime.datetime(2009, 7, 9, 4, 45), datetime.datetime(2009, 7, 14, 1, 27), u'JavaScript Engine', []], [datetime.datetime(2009, 7, 6, 10, 55), datetime.datetime(2009, 7, 9, 14, 40), u'Flash (Adobe)', []]]"
CVE-2009-2477,3.5,3.5,"[[datetime.datetime(2009, 7, 9, 4, 45), datetime.datetime(2009, 7, 14, 1, 27), u'JavaScript Engine', []]]"
CVE-2009-2472,,3.0.11,"[[datetime.datetime(2009, 6, 9, 7, 51), datetime.datetime(2009, 6, 9, 13, 43), u'Security', []], [datetime.datetime(2009, 3, 4, 9, 4), datetime.datetime(2009, 3, 4, 11, 2), u'XPConnect', []], [datetime.datetime(2009, 2, 19, 12, 9), datetime.datetime(2009, 2, 19, 16, 14), u'XPConnect', []]]"
CVE-2009-2471,0.1,3.0.11,"[[datetime.datetime(2008, 10, 20, 17, 31), datetime.datetime(2009, 6, 23, 17, 24), u'XPConnect', []]]"
CVE-2009-2470,0.1,3.5.1,"[[datetime.datetime(2008, 10, 11, 15, 38), datetime.datetime(2009, 2, 27, 8, 5), u'Networking', []]]"
CVE-2009-2469,,3.0.11,"[[datetime.datetime(2009, 4, 18, 9, 43), datetime.datetime(2009, 6, 23, 12, 38), u'JavaScript Engine', []]]"
CVE-2009-2468,0.1,3.0.11,"[[datetime.datetime(2009, 2, 25, 9, 10), datetime.datetime(2009, 4, 6, 13, 6), u'Graphics', []]]"
CVE-2009-2467,0.1,3.5,"[[datetime.datetime(2009, 5, 18, 12, 5), datetime.datetime(2009, 6, 10, 19, 47), u'Plug-ins', []]]"
CVE-2009-2466,0.1,3.0.11,"[[datetime.datetime(2008, 9, 10, 16, 50), datetime.datetime(2009, 6, 22, 15, 16), u'JavaScript Engine', []], [datetime.datetime(2008, 11, 20, 9, 3), datetime.datetime(2009, 6, 17, 11, 26), u'JavaScript Engine', []], [datetime.datetime(2009, 5, 15, 12, 56), datetime.datetime(2009, 7, 9, 8, 16), u'DOM', []], [datetime.datetime(2009, 5, 22, 11, 16), datetime.datetime(2009, 5, 22, 13, 22), u'XPConnect', []]]"
CVE-2009-2465,0.1,3.0.11,"[[datetime.datetime(2009, 4, 19, 0, 8), datetime.datetime(2009, 5, 17, 10, 29), u'Layout', []], [datetime.datetime(2009, 3, 10, 12, 12), datetime.datetime(2009, 7, 14, 3, 20), u'DOM', []]]"
CVE-2009-2464,0.1,3.0.11,"[[datetime.datetime(2008, 6, 25, 5, 10), datetime.datetime(2008, 7, 14, 21, 25), u'XUL', []]]"
CVE-2009-2463,0.1,3.0.11,"[[datetime.datetime(2009, 5, 13, 10, 27), datetime.datetime(2009, 6, 15, 10, 7), u'NSPR', []]]"
CVE-2009-2462,0.1,3.0.11,"[[datetime.datetime(2008, 12, 5, 21, 26), datetime.datetime(2009, 1, 26, 2, 26), u'XUL', []], [datetime.datetime(2009, 1, 8, 6, 44), datetime.datetime(2009, 3, 12, 6, 46), u'XUL', []], [datetime.datetime(2009, 1, 9, 19, 9), datetime.datetime(2009, 2, 5, 3, 34), u'Layout', []], [datetime.datetime(2009, 5, 2, 10, 48), datetime.datetime(2009, 6, 14, 14, 1), u'DOM', []], [datetime.datetime(2008, 11, 25, 19, 53), datetime.datetime(2009, 6, 11, 15, 42), u'Layout', []], [datetime.datetime(2008, 11, 5, 20, 39), datetime.datetime(2009, 5, 1, 22, 15), u'Layout', []], [datetime.datetime(2008, 10, 27, 15, 28), datetime.datetime(2010, 3, 11, 13, 47), u'XPConnect', []], [datetime.datetime(2008, 7, 14, 10, 17), datetime.datetime(2009, 6, 14, 9, 55), u'XUL', []], [datetime.datetime(2008, 1, 18, 21, 7), datetime.datetime(2008, 1, 30, 15, 14), u'Layout: Text', []], [datetime.datetime(2008, 6, 27, 4, 48), datetime.datetime(2008, 7, 13, 10, 18), u'XUL', []]]"
CVE-2009-2409,,,[]
CVE-2009-2408,0.1,3.2,[]
CVE-2009-2065,0.1,3.0.10,[]
CVE-2009-2061,0.1,3.0.9,[]
CVE-2009-2044,,Preview Release,"[[datetime.datetime(2009, 6, 3, 22, 24), datetime.datetime(2009, 6, 4, 10, 12), u'General', []]]"
CVE-2009-2043,3.0.2,3.0.10,"[[datetime.datetime(2009, 4, 28, 2, 9), datetime.datetime(2009, 5, 20, 23, 48), u'Layout', []]]"
CVE-2009-1841,0.1,3.0.10,"[[datetime.datetime(2009, 2, 20, 22, 45), datetime.datetime(2009, 5, 13, 6, 48), u'Security', []]]"
CVE-2009-1840,3.0,3.1,"[[datetime.datetime(2009, 2, 11, 2, 13), datetime.datetime(2009, 6, 15, 7, 46), u'XUL', []]]"
CVE-2009-1839,3.0beta5,3.1,"[[datetime.datetime(2009, 2, 24, 1, 49), datetime.datetime(2009, 3, 27, 17, 37), u'Security: CAPS', []]]"
CVE-2009-1838,0.1,3.0.10,"[[datetime.datetime(2009, 4, 20, 0, 57), datetime.datetime(2009, 5, 14, 4, 54), u'Security', []]]"
CVE-2009-1837,3.0,3.0.10,"[[datetime.datetime(2009, 4, 1, 0, 41), datetime.datetime(2009, 4, 17, 17, 5), u'Plug-ins', []]]"
CVE-2009-1836,0.1,3.0.10,"[[datetime.datetime(2009, 2, 23, 15, 16), datetime.datetime(2009, 5, 28, 14, 43), u'Networking: HTTP', []]]"
CVE-2009-1835,0.1,3.0.10,"[[datetime.datetime(2009, 5, 6, 20, 33), datetime.datetime(2009, 5, 7, 18, 51), u'Networking', []]]"
CVE-2009-1834,0.1,3.0.10,"[[datetime.datetime(2009, 2, 20, 4, 15), datetime.datetime(2009, 6, 3, 3, 10), u'Networking', []]]"
CVE-2009-1833,0.1,3.0.10,"[[datetime.datetime(2009, 4, 7, 6, 12), datetime.datetime(2009, 6, 14, 23, 17), u'JavaScript Engine', []], [datetime.datetime(2008, 4, 5, 1, 6), datetime.datetime(2009, 4, 22, 12, 26), u'JavaScript Engine', []], [datetime.datetime(2008, 4, 2, 7, 39), datetime.datetime(2009, 4, 21, 12, 56), u'JavaScript Engine', []], [datetime.datetime(2007, 2, 7, 23, 9), datetime.datetime(2010, 4, 27, 21, 53), u'JavaScript Engine', []]]"
CVE-2009-1832,0.1,3.0.10,"[[datetime.datetime(2009, 3, 18, 11, 18), datetime.datetime(2009, 6, 14, 23, 50), u'Layout: Misc Code', []]]"
CVE-2009-1828,3.0.10,3.0.10,"[[datetime.datetime(2008, 12, 14, 11, 34), datetime.datetime(2008, 12, 14, 11, 39), u'Security: PSM', []]]"
CVE-2009-1827,3.0.4,3.0.4,"[[datetime.datetime(2007, 8, 27, 1, 24), datetime.datetime(2009, 7, 13, 23, 11), u'SVG', []], [datetime.datetime(2008, 11, 18, 14, 57), datetime.datetime(2008, 11, 18, 14, 58), u'SVG', []]]"
CVE-2009-1597,,,[]
CVE-2009-1392,3.0,3.0.10,"[[datetime.datetime(2009, 4, 28, 11, 14), datetime.datetime(2011, 6, 13, 10, 1), u'XPCOM', []], [datetime.datetime(2009, 4, 28, 2, 9), datetime.datetime(2009, 5, 20, 23, 48), u'Layout', []], [datetime.datetime(2009, 1, 8, 18, 20), datetime.datetime(2009, 5, 2, 16, 57), u'Layout: Text', []], [datetime.datetime(2009, 4, 1, 14, 0), datetime.datetime(2009, 6, 14, 23, 29), u'XML', []], [datetime.datetime(2009, 4, 18, 21, 11), datetime.datetime(2009, 6, 11, 14, 48), u'DOM', []], [datetime.datetime(2009, 4, 27, 23, 13), datetime.datetime(2009, 4, 28, 14, 58), u'Layout', []], [datetime.datetime(2008, 8, 20, 1, 8), datetime.datetime(2009, 4, 2, 3, 34), u'Widget: Gtk', []], [datetime.datetime(2008, 5, 3, 17, 2), datetime.datetime(2009, 5, 18, 0, 37), u'XP Toolkit/Widgets: XUL', []], [datetime.datetime(2008, 4, 27, 13, 56), datetime.datetime(2009, 4, 13, 19, 55), u'Editor', []], [datetime.datetime(2008, 4, 20, 18, 3), datetime.datetime(2008, 4, 20, 18, 3), u'Layout', []], [datetime.datetime(2007, 5, 10, 21, 33), datetime.datetime(2009, 6, 1, 20, 3), u'Widget', []]]"
CVE-2009-1313,3.0.9,3.0.9,"[[datetime.datetime(2009, 4, 22, 13, 6), datetime.datetime(2009, 5, 7, 13, 25), u'Layout', []], [datetime.datetime(2009, 4, 22, 15, 20), datetime.datetime(2009, 4, 23, 17, 47), u'General', []], [datetime.datetime(2009, 4, 26, 11, 39), datetime.datetime(2009, 4, 29, 12, 36), u'General', []]]"
CVE-2009-1312,0.1,3.0.8,"[[datetime.datetime(2009, 1, 27, 16, 18), datetime.datetime(2009, 6, 12, 2, 4), u'Document Navigation', []]]"
CVE-2009-1311,0.1,3.0.8,"[[datetime.datetime(2009, 1, 3, 6, 12), datetime.datetime(2009, 4, 28, 4, 28), u'Downloads API', []]]"
CVE-2009-1310,0.1,3.0.8,"[[datetime.datetime(2009, 3, 12, 16, 33), datetime.datetime(2009, 4, 27, 9, 7), u'Search', []]]"
CVE-2009-1309,0.1,3.0.8,"[[datetime.datetime(2009, 2, 13, 9, 40), datetime.datetime(2009, 5, 18, 3, 48), u'XPConnect', []], [datetime.datetime(2009, 3, 9, 3, 38), datetime.datetime(2009, 4, 27, 18, 30), u'Security', []]]"
CVE-2009-1308,0.1,3.0.8,"[[datetime.datetime(2009, 3, 4, 18, 58), datetime.datetime(2009, 3, 8, 17, 28), u'Security', []]]"
CVE-2009-1307,0.1,3.0.8,"[[datetime.datetime(2009, 3, 3, 20, 52), datetime.datetime(2009, 4, 28, 4, 17), u'Security', []]]"
CVE-2009-1306,0.1,3.0.8,"[[datetime.datetime(2009, 1, 20, 19, 58), datetime.datetime(2009, 4, 27, 10, 16), u'Networking: JAR', []]]"
CVE-2009-1305,3.0,3.0.8,"[[datetime.datetime(2009, 1, 29, 15, 9), datetime.datetime(2009, 4, 2, 7, 50), u'JavaScript Engine', []]]"
CVE-2009-1304,3.0,3.0.8,"[[datetime.datetime(2008, 10, 22, 7, 28), datetime.datetime(2009, 3, 17, 14, 50), u'JavaScript Engine', []], [datetime.datetime(2009, 1, 29, 9, 31), datetime.datetime(2009, 2, 18, 11, 44), u'JavaScript Engine', []]]"
CVE-2009-1303,0.1,3.0.8,"[[datetime.datetime(2008, 9, 4, 17, 16), datetime.datetime(2009, 3, 18, 8, 12), u'SVG', []]]"
CVE-2009-1302,3.0,3.0.8,"[[datetime.datetime(2009, 3, 14, 14, 7), datetime.datetime(2009, 4, 9, 7, 11), u'XSLT', []], [datetime.datetime(2009, 2, 10, 3, 54), datetime.datetime(2009, 2, 13, 11, 13), u'Layout', []], [datetime.datetime(2008, 12, 3, 22, 51), datetime.datetime(2009, 1, 25, 12, 4), u'Layout: HTML Frames', []], [datetime.datetime(2008, 10, 31, 6, 47), datetime.datetime(2008, 11, 19, 6, 35), u'Plug-ins', []], [datetime.datetime(2008, 10, 21, 15, 26), datetime.datetime(2008, 11, 12, 13, 43), u'DOM', []], [datetime.datetime(2008, 9, 8, 13, 21), datetime.datetime(2009, 2, 25, 16, 36), u'Layout', []], [datetime.datetime(2008, 5, 4, 7, 6), datetime.datetime(2009, 3, 16, 18, 5), u'Editor', []], [datetime.datetime(2008, 4, 28, 18, 9), datetime.datetime(2009, 2, 3, 18, 45), u'Layout: Text', []], [datetime.datetime(2008, 4, 9, 15, 55), datetime.datetime(2009, 4, 27, 14, 14), u'Layout: R & A Pos', []]]"
CVE-2009-1232,3.0,3.0.8,"[[datetime.datetime(2009, 3, 30, 8, 40), datetime.datetime(2017, 11, 3, 8, 19), u'XML', [u' firefox57- wontfix', u' firefox58 affected)']]]"
CVE-2009-1169,0.1,3.0.7,"[[datetime.datetime(2009, 3, 25, 19, 23), datetime.datetime(2009, 3, 30, 11, 47), u'XSLT', []], [datetime.datetime(2009, 3, 25, 11, 31), datetime.datetime(2009, 3, 25, 14, 21), u'XSLT', []], [datetime.datetime(2008, 10, 15, 11, 59), datetime.datetime(2008, 12, 11, 15, 35), u'XSLT', []]]"
CVE-2009-1044,3.0.7,3.0.7,"[[datetime.datetime(2009, 3, 19, 19, 24), datetime.datetime(2009, 3, 23, 15, 38), u'XUL', []]]"
CVE-2009-0821,0.1,2.0 .10,[]
CVE-2009-0777,1.0,3.0.6,"[[datetime.datetime(2008, 8, 30, 15, 3), datetime.datetime(2009, 1, 10, 23, 46), u'Address Bar', []]]"
CVE-2009-0776,1.0,3.0.6,"[[datetime.datetime(2008, 1, 29, 4, 9), datetime.datetime(2009, 2, 20, 14, 33), u'RDF', []]]"
CVE-2009-0775,1.0,3.0.6,"[[datetime.datetime(2009, 1, 20, 10, 22), datetime.datetime(2009, 2, 4, 12, 46), u'XPConnect', []]]"
CVE-2009-0774,1.0,3.0.6,"[[datetime.datetime(2009, 1, 14, 21, 40), datetime.datetime(2009, 2, 19, 5, 22), u'JavaScript Engine', []]]"
CVE-2009-0773,1.0,3.0.6,"[[datetime.datetime(2009, 1, 8, 21, 31), datetime.datetime(2009, 1, 21, 14, 57), u'JavaScript Engine', []], [datetime.datetime(2008, 12, 1, 23, 10), datetime.datetime(2009, 1, 26, 17, 33), u'JavaScript Engine', []], [datetime.datetime(2008, 9, 28, 2, 57), datetime.datetime(2009, 1, 23, 6, 59), u'JavaScript Engine', []]]"
CVE-2009-0772,1.0,3.0.6,"[[datetime.datetime(2009, 1, 23, 22, 23), datetime.datetime(2009, 2, 19, 5, 30), u'CSS Parsing and Computation', []]]"
CVE-2009-0771,1.0,3.0.6,"[[None, None, None, []]]"
CVE-2009-0733,3.1,3.1,[]
CVE-2009-0723,3.1,3.1,[]
CVE-2009-0689,3.0.1,3.5.3,"[[datetime.datetime(2009, 9, 15, 19, 31), datetime.datetime(2010, 2, 18, 23, 18), u'JavaScript Engine', []], [datetime.datetime(2009, 9, 14, 6, 28), datetime.datetime(2010, 2, 25, 23, 19), u'NSPR', []]]"
CVE-2009-0652,1.0,3.0.6,[]
CVE-2009-0581,3.1,3.1,[]
CVE-2009-0358,3.0,3.0.5,"[[datetime.datetime(2008, 6, 25, 1, 0), datetime.datetime(2008, 12, 8, 21, 4), u'General', []]]"
CVE-2009-0357,0.1,3.0.5,"[[datetime.datetime(2007, 5, 11, 10, 24), datetime.datetime(2009, 1, 4, 19, 11), u'Networking: Cookies', []]]"
CVE-2009-0356,0.1,3.0.5,"[[datetime.datetime(2008, 10, 17, 2, 59), datetime.datetime(2009, 1, 30, 4, 2), u'Networking: File', []]]"
CVE-2009-0355,0.1,3.0.5,"[[datetime.datetime(2008, 11, 26, 22, 3), datetime.datetime(2008, 11, 28, 7, 19), u'Session Restore', []]]"
CVE-2009-0354,3.0,3.0.5,"[[datetime.datetime(2008, 12, 9, 1, 2), datetime.datetime(2008, 12, 10, 15, 39), u'Security', []]]"
CVE-2009-0353,3.0,3.0.5,"[[datetime.datetime(2008, 8, 30, 1, 7), datetime.datetime(2008, 11, 21, 11, 4), u'JavaScript Engine', []]]"
